fly,level_1,cum_dist,t,timestamp,frame,x_px,y_px,led_1,fname,segment,tseg,segment_start_ts,transx,transy,estimated_food_x,estimated_food_y,condition,cum_dist_seg,cum_dist_fly,fr_x_px,fr_y_px,distance_reward,dist_fictive_reward,fr_x_cm,fr_y_cm,distance_reward_cm,dist_fictive_reward_cm,transx_cm,transy_cm,x_cm,y_cm,estimated_food_x_cm,estimated_food_y_cm,cum_dist_cm,cum_dist_seg_cm,cum_dist_fly_cm
0,3187,7014.0,564.1,1542970348.2746,72600.5,478.69000000000005,575.9100000000002,0.0,flytrax20181123_114304.csv,test_before_movement,12.804399967193605,1542970335.4702,0.0,0.0,450.0,640.0,rewarded,219.0137329777646,6878.112712668771,28.69000000000005,-64.0899999999998,70.21854598323706,70.21854598323706,1.5508108108108138,-3.4643243243243136,3.795597080174976,3.795597080174976,0.0,0.0,-7.908648648648644,3.0221621621621733,-9.459459459459461,6.486486486486488,379.1351351351352,11.838580160960248,371.78987636047407
0,3188,7016.0,564.25,1542970348.42535,72615.5,481.25000000000017,574.9449999999998,0.0,flytrax20181123_114304.csv,test_before_movement,12.95514988899231,1542970335.4702,0.0,0.0,450.0,640.0,rewarded,221.74957379915776,6880.848553490164,31.25000000000017,-65.05500000000018,72.17143150166855,72.17143150166855,1.6891891891891984,-3.5164864864864964,3.9011584595496505,3.9011584595496505,0.0,0.0,-7.770270270270263,2.9699999999999904,-9.459459459459461,6.486486486486488,379.24324324324317,11.98646344860312,371.937759648117
0,3189,7018.0,564.5,1542970348.6682332,72639.66666666669,482.3137037037037,573.938888888889,0.0,flytrax20181123_114304.csv,test_before_movement,13.198033094406128,1542970335.4702,0.0,0.0,450.0,640.0,rewarded,223.2137203550644,6882.312700046071,32.31370370370371,-66.06111111111102,73.54077677238193,73.54077677238193,1.7466866866866868,-3.5708708708708663,3.975177122831456,3.975177122831456,0.0,0.0,-7.712772772772772,2.9156156156156205,-9.459459459459461,6.486486486486488,379.3513513513514,12.06560650567916,372.0169027051931
0,3190,7020.0,564.7,1542970348.8677,72659.5,483.18,571.92,0.0,flytrax20181123_114304.csv,test_before_movement,13.397500038146973,1542970335.4702,0.0,0.0,450.0,640.0,rewarded,225.41062308815395,6884.509602779162,33.18000000000001,-68.08000000000004,75.73505661184922,75.73505661184922,1.7935135135135138,-3.6800000000000015,4.093786843883741,4.093786843883741,0.0,0.0,-7.665945945945944,2.8064864864864845,-9.459459459459461,6.486486486486488,379.45945945945954,12.184358004765079,372.13565420427886
0,3191,7022.0,564.8000000000002,1542970348.968,72669.5,483.83,570.4999999999999,0.0,flytrax20181123_114304.csv,test_before_movement,13.49779987335205,1542970335.4702,0.0,0.0,450.0,640.0,rewarded,226.97232088222302,6886.07130057323,33.829999999999984,-69.5000000000001,77.29630586257026,77.29630586257026,1.8286486486486482,-3.7567567567567632,4.1781786952740685,4.1781786952740685,0.0,0.0,-7.630810810810813,2.729729729729724,-9.459459459459461,6.486486486486488,379.5675675675676,12.268774101741785,372.2200703012557
0,3192,7024.0,565.0,1542970349.169267,72689.5,485.28,568.65,0.0,flytrax20181123_114304.csv,test_before_movement,13.699066877365112,1542970335.4702,0.0,0.0,450.0,640.0,rewarded,229.32285273693162,6888.421832427938,35.279999999999966,-71.35000000000002,79.5958598169528,79.5958598169528,1.9070270270270249,-3.856756756756758,4.302478909024475,4.302478909024475,0.0,0.0,-7.5524324324324335,2.6297297297297284,-9.459459459459461,6.486486486486488,379.6756756756757,12.395829877671973,372.3471260771858
0,3193,7026.0,565.2,1542970349.3707,72709.5,487.67,568.49,0.0,flytrax20181123_114304.csv,test_before_movement,13.900499820709227,1542970335.4702,0.0,0.0,450.0,640.0,rewarded,231.71820239825453,6890.817182089261,37.670000000000016,-71.50999999999998,80.82517553336955,80.82517553336955,2.0362162162162165,-3.865405405405405,4.3689284072091645,4.3689284072091645,0.0,0.0,-7.423243243243243,2.6210810810810816,-9.459459459459461,6.486486486486488,379.7837837837838,12.52530823774349,372.4766044372574
0,3194,7028.0,565.3000000000002,1542970349.4706,72719.5,489.41,568.3599999999999,0.0,flytrax20181123_114304.csv,test_before_movement,14.000399827957153,1542970335.4702,0.0,0.0,450.0,640.0,rewarded,233.4630519619706,6892.5620316529785,39.410000000000025,-71.6400000000001,81.76452592659004,81.76452592659004,2.130270270270272,-3.8724324324324377,4.419704104140003,4.419704104140003,0.0,0.0,-7.329189189189187,2.6140540540540487,-9.459459459459461,6.486486486486488,379.8918918918919,12.619624430376787,372.5709206298907
0,3195,7030.0,565.4,1542970349.5710006,72729.5,490.86,568.3,0.0,flytrax20181123_114304.csv,test_before_movement,14.100800514221193,1542970335.4702,0.0,0.0,450.0,640.0,rewarded,234.91429281034826,6894.013272501356,40.860000000000014,-71.70000000000005,82.52532702146661,82.52532702146661,2.2086486486486487,-3.8756756756756783,4.460828487646844,4.460828487646844,0.0,0.0,-7.250810810810809,2.610810810810809,-9.459459459459461,6.486486486486488,380.0,12.698069881640446,372.6493660811544
0,3196,7032.0,565.5,1542970349.6720002,72739.5,492.71,568.09,0.0,flytrax20181123_114304.csv,test_before_movement,14.201800107955933,1542970335.4702,0.0,0.0,450.0,640.0,rewarded,236.77617357989288,6895.875153270898,42.70999999999998,-71.90999999999997,83.63726561766588,83.63726561766588,2.3086486486486475,-3.8870270270270244,4.520933276630588,4.520933276630588,0.0,0.0,-7.150810810810813,2.599459459459461,-9.459459459459461,6.486486486486488,380.1081081081081,12.798712085399613,372.75000828491346
0,3197,7034.0,565.6,1542970349.7725,72749.5,494.37000000000006,567.5699999999998,0.0,flytrax20181123_114304.csv,test_before_movement,14.302299976348875,1542970335.4702,0.0,0.0,450.0,640.0,rewarded,238.5157137490181,6897.614693440026,44.37000000000007,-72.43000000000019,84.9399894042849,84.9399894042849,2.3983783783783816,-3.9151351351351447,4.5913507786099945,4.5913507786099945,0.0,0.0,-7.061081081081077,2.5713513513513417,-9.459459459459461,6.486486486486488,380.2162162162162,12.892741283730713,372.8440374832446
0,3198,7036.0,565.75,1542970349.9228,72764.5,496.79,566.47,0.0,flytrax20181123_114304.csv,test_before_movement,14.452600002288818,1542970335.4702,0.0,0.0,450.0,640.0,rewarded,241.1739838632088,6900.272963554216,46.79000000000002,-73.52999999999997,87.15483348615841,87.15483348615841,2.5291891891891902,-3.974594594594593,4.711072080332887,4.711072080332887,0.0,0.0,-6.9302702702702685,2.511891891891893,-9.459459459459461,6.486486486486488,380.3243243243243,13.03643156017345,372.98772775968735
0,3199,7038.0,565.9,1542970350.0738,72779.5,499.10000000000014,565.0000000000001,0.0,flytrax20181123_114304.csv,test_before_movement,14.603600025177002,1542970335.4702,0.0,0.0,450.0,640.0,rewarded,243.912048873394,6903.0110285644005,49.10000000000014,-74.9999999999999,89.6426795672686,89.6426795672686,2.6540540540540616,-4.054054054054048,4.845550246879384,4.845550246879384,0.0,0.0,-6.805405405405398,2.4324324324324387,-9.459459459459461,6.486486486486488,380.4324324324325,13.184435074237511,373.13573127375145
0,3200,7040.0,566.0,1542970350.1739998,72789.5,499.78,563.9,0.0,flytrax20181123_114304.csv,test_before_movement,14.703799724578856,1542970335.4702,0.0,0.0,450.0,640.0,rewarded,245.20526192622017,6904.3042416172275,49.77999999999997,-76.10000000000002,90.93546282941546,90.93546282941546,2.690810810810809,-4.113513513513515,4.915430423211647,4.915430423211647,0.0,0.0,-6.768648648648652,2.372972972972972,-9.459459459459461,6.486486486486488,380.54054054054046,13.254338482498387,373.2056346820123
0,3201,7042.0,566.1,1542970350.2752,72799.5,499.78,562.4799999999998,0.0,flytrax20181123_114304.csv,test_before_movement,14.804999828338625,1542970335.4702,0.0,0.0,450.0,640.0,rewarded,246.6252619262204,6905.724241617228,49.77999999999997,-77.5200000000002,92.12707962374596,92.12707962374596,2.690810810810809,-4.190270270270282,4.979842141824107,4.979842141824107,0.0,0.0,-6.768648648648652,2.2962162162162048,-9.459459459459461,6.486486486486488,380.6486486486488,13.331095239255154,373.28239143876914
0,3202,7044.0,566.2,1542970350.3751998,72809.5,499.43,560.8199999999998,0.0,flytrax20181123_114304.csv,test_before_movement,14.904999732971193,1542970335.4702,0.0,0.0,450.0,640.0,rewarded,248.32175831584217,6907.420738006849,49.43000000000001,-79.18000000000019,93.34236605100617,93.34236605100617,2.6718918918918924,-4.280000000000009,5.0455333000543865,5.0455333000543865,0.0,0.0,-6.787567567567568,2.206486486486477,-9.459459459459461,6.486486486486488,380.75675675675683,13.42279774680228,373.37409394631624
