at_center	at_fictive_reward	at_reward	condition	cum_dist_seg_cm	fly	fname	segment	tseg
0.076	0.0865	0.0355	rewarded	237.32619656720848	10	flytrax20181207_180201.csv	test200	199.90229988098145
0.21712538226299694	0.0290519877675841	0.03058103975535168	rewarded	153.5596815333392	11	flytrax20181211_170828.csv	test200	199.9925000667572
0.03548225887056472	0.03698150924537731	0.01649175412293853	rewarded	205.33317622567446	12	flytrax20181211_183411.csv	test200	199.99259996414185
0.0	0.0	0.02288911495422177	non-rewarded	211.66616529817628	13	flytrax20181211_185727.csv	test200	199.90269994735718
0.0	0.0	0.0	non-rewarded	219.36219521007015	14	flytrax20181211_192052.csv	test200	199.90240025520325
0.0	0.005	0.0	non-rewarded	198.08938548507007	15	flytrax20181212_193040.csv	test200	199.9019992351532
0.0	0.0074962518740629685	0.02248875562218891	rewarded	238.64210670979787	16	flytrax20181214_174232.csv	test200	199.9932999610901
0.007549068948163059	0.015601409159536991	0.004529441368897836	non-rewarded	209.54689794039712	17	flytrax20181217_192137.csv	test200	199.90209937095642
0.01952929394091137	0.015022533800701053	0.010515773660490736	non-rewarded	200.86481242171644	18	flytrax20181218_164433.csv	test200	199.9966778755188
0.03792207792207792	0.03064935064935065	0.016623376623376623	non-rewarded	150.54921701196216	19	flytrax20181218_175537.csv	test200	199.9021999835968
0.0375	0.0	0.0	rewarded	146.03896656212754	20	flytrax20190109_165747.csv	test200	199.90678119659424
0.0	0.0	0.0	non-rewarded	161.27490193008842	21	flytrax20190110_152909.csv	test200	199.9021999835968
0.005675954592363261	0.0	0.0	non-rewarded	208.0162682401636	22	flytrax20190110_162901.csv	test200	199.90270018577576
0.006	0.16899999999999998	0.161	rewarded	209.43642283406703	23	flytrax20190110_170616.csv	test200	199.9019992351532
0.0	0.0	0.006711409395973154	non-rewarded	166.2952522918734	24	flytrax20190110_173636.csv	test200	199.9977331161499
0.0085	0.0245	0.113	rewarded	161.09207513141882	25	flytrax20190110_182810.csv	test200	199.90260004997253
0.0	0.0	0.0	non-rewarded	212.14850593501262	26	flytrax20190111_164022.csv	test200	199.99259972572327
0.011609498680738786	0.0	0.0	non-rewarded	248.70242556713745	27	flytrax20190111_172208.csv	test200	199.90229988098145
