t,timestamp,frame,x_px,y_px,led_1
791.3000000000001,1543940561.9792,43618508.5,481.91,591.6100000000001,0.0
791.4000000000001,1543940562.08,43618518.5,483.53999999999996,589.05,0.0
791.5,1543940562.1801,43618528.5,484.36,586.8,0.0
791.6,1543940562.281,43618538.5,484.68999999999994,585.15,0.0
791.7,1543940562.3813,43618548.5,485.48,584.2,0.0
791.8000000000001,1543940562.477,43618558.0,486.8222222222222,584.0,0.0
791.9000000000001,1543940562.5721002,43618567.5,488.44000000000005,584.5699999999999,0.0
792.0,1543940562.6729999,43618577.5,489.74000000000007,585.4399999999999,0.0
792.1,1543940562.7732,43618587.5,491.12,586.64,0.0
792.2,1543940562.874,43618597.5,492.64,587.53,0.0
792.3000000000001,1543940562.9743,43618607.5,494.15,588.23,0.0
792.4000000000001,1543940563.075,43618617.5,495.59,589.35,0.0
792.5,1543940563.1752002,43618627.5,497.03000000000003,590.35,0.0
792.6,1543940563.2760003,43618637.5,498.62,590.0899999999999,0.0
792.7,1543940563.3761,43618647.5,499.85,588.79,0.0
792.8000000000001,1543940563.477,43618657.5,500.9599999999999,586.8699999999999,0.0
792.9000000000001,1543940563.5772002,43618667.5,501.9899999999999,584.8399999999999,0.0
793.0,1543940563.6783998,43618677.5,502.65999999999997,582.6499999999999,0.0
793.1,1543940563.7786996,43618687.5,502.5400000000001,580.34,0.0
793.2,1543940563.879,43618697.5,502.57,578.0600000000001,0.0
793.3000000000001,1543940563.9792,43618707.5,502.8500000000001,576.3599999999999,0.0
793.4000000000001,1543940564.08,43618717.5,502.65,575.92,0.0
793.5,1543940564.1803997,43618727.5,501.55,576.3,0.0
793.6,1543940564.281,43618737.5,500.00999999999993,576.5,0.0
793.7,1543940564.3813,43618747.5,498.03000000000003,576.4499999999999,0.0
793.8000000000001,1543940564.477,43618757.0,496.18888888888887,576.2444444444444,0.0
793.9000000000001,1543940564.5723,43618766.5,495.2600000000001,576.0600000000001,0.0
794.0,1543940564.6729999,43618776.5,493.91,575.88,0.0
794.1,1543940564.7733998,43618786.5,492.34000000000003,575.3399999999999,0.0
794.2,1543940564.874,43618796.5,490.38,574.94,0.0
794.3000000000001,1543940564.9744,43618806.5,488.25999999999993,574.46,0.0
